draft_model,prefill,budget,acceptance_rate,avg_token
160m,32000,-1.0,0.18859649122807018,0.7543859649122807
160m,32000,-1.0,0.17584745762711865,0.7033898305084746
160m,32000,-1.0,0.18478260869565216,0.7391304347826086
160m,32000,-1.0,0.1532258064516129,0.6129032258064516
160m,32000,-1.0,0.2706185567010309,1.0824742268041236
160m,32000,-1.0,0.12878787878787878,0.5151515151515151
160m,32000,-1.0,0.14682539682539683,0.5873015873015873
160m,32000,-1.0,0.1565040650406504,0.6260162601626016
160m,32000,-1.0,0.17016806722689076,0.680672268907563
160m,32000,-1.0,0.1598360655737705,0.639344262295082
160m,32000,-1.0,0.18859649122807018,0.7543859649122807
160m,32000,-1.0,0.1437007874015748,0.5748031496062992
160m,32000,-1.0,0.10714285714285714,0.42857142857142855
160m,32000,-1.0,0.22641509433962265,0.9056603773584906
160m,32000,-1.0,0.1652892561983471,0.6611570247933884
160m,32000,-1.0,0.18478260869565216,0.7391304347826086
160m,32000,-1.0,0.1810344827586207,0.7241379310344828
160m,32000,-1.0,0.19247787610619468,0.7699115044247787
160m,32000,-1.0,0.17291666666666666,0.6916666666666667
160m,32000,-1.0,0.16735537190082644,0.6694214876033058
160m,32000,-1.0,0.21728971962616822,0.8691588785046729
160m,64000,-1.0,0.17735042735042736,0.7094017094017094
160m,64000,-1.0,0.1437007874015748,0.5748031496062992
160m,64000,-1.0,0.14453125,0.578125
160m,64000,-1.0,0.22877358490566038,0.9150943396226415
160m,64000,-1.0,0.3411764705882353,1.3647058823529412
160m,64000,-1.0,0.16666666666666666,0.6666666666666666
160m,64000,-1.0,0.14566929133858267,0.5826771653543307
160m,64000,-1.0,0.2222222222222222,0.8888888888888888
160m,64000,-1.0,0.18859649122807018,0.7543859649122807
160m,64000,-1.0,0.1532258064516129,0.6129032258064516
160m,64000,-1.0,0.16188524590163936,0.6475409836065574
160m,64000,-1.0,0.17796610169491525,0.711864406779661
160m,64000,-1.0,0.16056910569105692,0.6422764227642277
160m,64000,-1.0,0.1565040650406504,0.6260162601626016
160m,64000,-1.0,0.16393442622950818,0.6557377049180327
160m,64000,-1.0,0.1810344827586207,0.7241379310344828
160m,64000,-1.0,0.33045977011494254,1.3218390804597702
160m,64000,-1.0,0.16056910569105692,0.6422764227642277
160m,64000,-1.0,0.18318965517241378,0.7327586206896551
160m,64000,-1.0,0.2152777777777778,0.8611111111111112
160m,64000,-1.0,0.19642857142857142,0.7857142857142857
160m,64000,-1.0,0.21962616822429906,0.8785046728971962
160m,64000,-1.0,0.1810344827586207,0.7241379310344828
160m,64000,-1.0,0.1598360655737705,0.639344262295082
160m,64000,-1.0,0.1346153846153846,0.5384615384615384
160m,64000,-1.0,0.19078947368421054,0.7631578947368421
160m,64000,-1.0,0.16260162601626016,0.6504065040650406
160m,64000,-1.0,0.15524193548387097,0.6209677419354839
160m,64000,-1.0,0.32303370786516855,1.2921348314606742
160m,64000,-1.0,0.140625,0.5625
160m,64000,-1.0,0.21296296296296297,0.8518518518518519
160m,64000,-1.0,0.15524193548387097,0.6209677419354839
160m,64000,-1.0,0.255,1.02
160m,64000,-1.0,0.142578125,0.5703125
160m,64000,-1.0,0.18478260869565216,0.7391304347826086
160m,64000,-1.0,0.18859649122807018,0.7543859649122807
160m,64000,-1.0,0.19078947368421054,0.7631578947368421
160m,128000,-1.0,0.1810344827586207,0.7241379310344828
160m,128000,-1.0,0.1598360655737705,0.639344262295082
160m,128000,-1.0,0.3181818181818182,1.2727272727272727
160m,128000,-1.0,0.19690265486725664,0.7876106194690266
160m,128000,-1.0,0.22857142857142856,0.9142857142857143
160m,128000,-1.0,0.12878787878787878,0.5151515151515151
160m,128000,-1.0,0.17436974789915966,0.6974789915966386
160m,128000,-1.0,0.20045045045045046,0.8018018018018018
160m,128000,-1.0,0.18695652173913044,0.7478260869565218
160m,128000,-1.0,0.2175925925925926,0.8703703703703703
160m,128000,-1.0,0.20045045045045046,0.8018018018018018
160m,128000,-1.0,0.23076923076923078,0.9230769230769231
160m,128000,-1.0,0.19866071428571427,0.7946428571428571
160m,128000,-1.0,0.15524193548387097,0.6209677419354839
160m,128000,-1.0,0.13953488372093023,0.5581395348837209
160m,128000,-1.0,0.20909090909090908,0.8363636363636363
160m,128000,-1.0,0.2706185567010309,1.0824742268041236
160m,128000,-1.0,0.14763779527559054,0.5905511811023622
160m,128000,-1.0,0.1532258064516129,0.6129032258064516
160m,128000,-1.0,0.18859649122807018,0.7543859649122807
160m,128000,-1.0,0.1532258064516129,0.6129032258064516
160m,128000,-1.0,0.14682539682539683,0.5873015873015873
160m,128000,-1.0,0.15079365079365079,0.6031746031746031
160m,128000,-1.0,0.14682539682539683,0.5873015873015873
160m,128000,-1.0,0.152,0.608
160m,128000,-1.0,0.18695652173913044,0.7478260869565218
160m,128000,-1.0,0.21559633027522937,0.8623853211009175
160m,128000,-1.0,0.24752475247524752,0.9900990099009901
160m,128000,-1.0,0.11231884057971014,0.4492753623188406
160m,128000,-1.0,0.19866071428571427,0.7946428571428571
160m,128000,-1.0,0.15,0.6
160m,128000,-1.0,0.18318965517241378,0.7327586206896551
160m,128000,-1.0,0.17584745762711865,0.7033898305084746
160m,128000,-1.0,0.18859649122807018,0.7543859649122807
160m,128000,-1.0,0.2266355140186916,0.9065420560747663
160m,128000,-1.0,0.15853658536585366,0.6341463414634146
160m,128000,-1.0,0.2354368932038835,0.941747572815534
1.1b,32000,-1.0,0.31741573033707865,1.2696629213483146
1.1b,32000,-1.0,0.4785714285714286,1.9142857142857144
1.1b,32000,-1.0,0.255050505050505,1.02020202020202
1.1b,32000,-1.0,0.30833333333333335,1.2333333333333334
1.1b,32000,-1.0,0.4612676056338028,1.8450704225352113
1.1b,32000,-1.0,0.296195652173913,1.184782608695652
1.1b,32000,-1.0,0.17584745762711865,0.7033898305084746
1.1b,32000,-1.0,0.42567567567567566,1.7027027027027026
1.1b,32000,-1.0,0.3076923076923077,1.2307692307692308
1.1b,32000,-1.0,0.33430232558139533,1.3372093023255813
1.1b,32000,-1.0,0.3016304347826087,1.2065217391304348
1.1b,32000,-1.0,0.33430232558139533,1.3372093023255813
1.1b,32000,-1.0,0.3829113924050633,1.5316455696202531
1.1b,32000,-1.0,0.29945054945054944,1.1978021978021978
1.1b,32000,-1.0,0.29945054945054944,1.1978021978021978
1.1b,32000,-1.0,0.36890243902439024,1.475609756097561
1.1b,32000,-1.0,0.28763440860215056,1.1505376344086022
1.1b,32000,-1.0,0.2789473684210526,1.1157894736842104
1.1b,32000,-1.0,0.23095238095238096,0.9238095238095239
1.1b,32000,-1.0,0.3016304347826087,1.2065217391304348
1.1b,32000,-1.0,0.3597560975609756,1.4390243902439024
1.1b,32000,-1.0,0.3210227272727273,1.2840909090909092
1.1b,32000,-1.0,0.3382352941176471,1.3529411764705883
1.1b,32000,-1.0,0.36890243902439024,1.475609756097561
1.1b,32000,-1.0,0.2903225806451613,1.1612903225806452
1.1b,32000,-1.0,0.4166666666666667,1.6666666666666667
1.1b,32000,-1.0,0.3181818181818182,1.2727272727272727
1.1b,32000,-1.0,0.375,1.5
1.1b,32000,-1.0,0.24019607843137256,0.9607843137254902
1.1b,32000,-1.0,0.34523809523809523,1.380952380952381
1.1b,32000,-1.0,0.3974358974358974,1.5897435897435896
1.1b,32000,-1.0,0.3875,1.55
1.1b,32000,-1.0,0.30833333333333335,1.2333333333333334
1.1b,32000,-1.0,0.3021978021978022,1.2087912087912087
1.1b,32000,-1.0,0.28191489361702127,1.127659574468085
1.1b,32000,-1.0,0.32670454545454547,1.3068181818181819
1.1b,32000,-1.0,0.3313953488372093,1.3255813953488371
1.1b,64000,-1.0,0.3181818181818182,1.2727272727272727
1.1b,64000,-1.0,0.6898148148148148,2.759259259259259
1.1b,64000,-1.0,0.24019607843137256,0.9607843137254902
1.1b,64000,-1.0,0.32471264367816094,1.2988505747126438
1.1b,64000,-1.0,0.42905405405405406,1.7162162162162162
1.1b,64000,-1.0,0.34523809523809523,1.380952380952381
1.1b,64000,-1.0,0.26804123711340205,1.0721649484536082
1.1b,64000,-1.0,0.31179775280898875,1.247191011235955
1.1b,64000,-1.0,0.32386363636363635,1.2954545454545454
1.1b,64000,-1.0,0.30833333333333335,1.2333333333333334
1.1b,64000,-1.0,0.30833333333333335,1.2333333333333334
1.1b,64000,-1.0,0.29347826086956524,1.173913043478261
1.1b,64000,-1.0,0.3628048780487805,1.451219512195122
1.1b,64000,-1.0,0.3411764705882353,1.3647058823529412
1.1b,64000,-1.0,0.3719512195121951,1.4878048780487805
1.1b,64000,-1.0,0.38125,1.525
1.1b,64000,-1.0,0.2956989247311828,1.1827956989247312
1.1b,64000,-1.0,0.30833333333333335,1.2333333333333334
1.1b,64000,-1.0,0.3055555555555556,1.2222222222222223
1.1b,64000,-1.0,0.3829113924050633,1.5316455696202531
1.1b,64000,-1.0,0.36728395061728397,1.4691358024691359
1.1b,64000,-1.0,0.2898936170212766,1.1595744680851063
1.1b,64000,-1.0,0.255050505050505,1.02020202020202
1.1b,64000,-1.0,0.30833333333333335,1.2333333333333334
1.1b,64000,-1.0,0.3146067415730337,1.2584269662921348
1.1b,64000,-1.0,0.27631578947368424,1.105263157894737
1.1b,64000,-1.0,0.3597560975609756,1.4390243902439024
1.1b,64000,-1.0,0.35542168674698793,1.4216867469879517
1.1b,64000,-1.0,0.21296296296296297,0.8518518518518519
1.1b,64000,-1.0,0.29347826086956524,1.173913043478261
1.1b,64000,-1.0,0.34523809523809523,1.380952380952381
1.1b,64000,-1.0,0.375,1.5
1.1b,64000,-1.0,0.3210227272727273,1.2840909090909092
1.1b,64000,-1.0,0.3372093023255814,1.3488372093023255
1.1b,64000,-1.0,0.3275862068965517,1.3103448275862069
1.1b,64000,-1.0,0.3411764705882353,1.3647058823529412
1.1b,64000,-1.0,0.40064102564102566,1.6025641025641026
1.1b,128000,-1.0,0.28763440860215056,1.1505376344086022
1.1b,128000,-1.0,0.6981132075471698,2.792452830188679
7b,32000,-1.0,0.015957446808510637,0.06382978723404255
7b,32000,-1.0,0.00641025641025641,0.02564102564102564
7b,64000,-1.0,0.024725274725274724,0.0989010989010989
7b,64000,-1.0,0.0038071065989847717,0.015228426395939087
1.1b,1000,-1.0,0.5737704918032787,2.2950819672131146
1.1b,1000,-1.0,0.4782608695652174,1.9130434782608696
1.1b,2000,-1.0,0.35240963855421686,1.4096385542168675
1.1b,2000,-1.0,0.42333333333333334,1.6933333333333334
1.1b,4000,-1.0,0.3597560975609756,1.4390243902439024
1.1b,4000,-1.0,0.3021978021978022,1.2087912087912087
1.1b,8000,-1.0,0.3860759493670886,1.5443037974683544
1.1b,8000,-1.0,0.3430232558139535,1.372093023255814
1.1b,16000,-1.0,0.24504950495049505,0.9801980198019802
1.1b,16000,-1.0,0.2654639175257732,1.0618556701030928
7b,1000,-1.0,0.7450980392156863,2.980392156862745
7b,1000,-1.0,0.8072916666666666,3.2291666666666665
7b,2000,-1.0,0.7755102040816326,3.1020408163265305
7b,2000,-1.0,0.6933962264150944,2.7735849056603774
7b,4000,-1.0,0.19642857142857142,0.7857142857142857
7b,4000,-1.0,0.17016806722689076,0.680672268907563
